"District","Town_Name","2011_Area_Km2","2001_Area_Km2","Area_Change_Reason","state_name","civic_status","clean_town_name"
"Badgam","Beerwah M.C.",5,5.1,"Revised Computation","JAMMU & KASHMIR","M.C.","Beerwah "
"Srinagar","Srinagar M.Corp.",278.1,225.77,"Change in Jurisdiction","JAMMU & KASHMIR","M.Corp.","Srinagar Corp."
"Srinagar","Badami Bagh C.B.",5.9,4.23,"Change in Jurisdiction","JAMMU & KASHMIR","C.B.","Badami Bagh "
"Ganderbal","Ganderbal M.C.",11.36,7.72,"Change in Jurisdiction","JAMMU & KASHMIR","M.C.","Ganderbal "
"Pulwama","Awantipora M.C.",5,8.28,"Change in Jurisdiction","JAMMU & KASHMIR","M.C.","Awantipora "
"Pulwama","Pulwama M.C.",3,13.91,"Change in Jurisdiction","JAMMU & KASHMIR","M.C.","Pulwama "
"Pulwama","Pampore M.C.",8.05,3.89,"Change in Jurisdiction","JAMMU & KASHMIR","M.C.","Pampore "
"Anantnag","Mattan M.C.",2.5,1.4,"Change in Jurisdiction","JAMMU & KASHMIR","M.C.","Mattan "
"Anantnag","Achhabal M.C.",3,2.08,"Change in Jurisdiction","JAMMU & KASHMIR","M.C.","Achhabal "
"Anantnag","Koker Nag M.C.",3,3.4,"Change in Jurisdiction","JAMMU & KASHMIR","M.C.","Koker Nag "
"Anantnag","Qazi Gund M.C.",6.5,1.24,"Change in Jurisdiction","JAMMU & KASHMIR","M.C.","Qazi Gund "
"Anantnag","Bijbehara M.C.",3.71,2.4,"Revised Computation","JAMMU & KASHMIR","M.C.","Bijbehara "
"Anantnag","Duru Verinag M.C.",8,12.35,"Revised Computation","JAMMU & KASHMIR","M.C.","Duru Verinag "
"Kulgam","Kulgam M.C.",18.51,12.8,"Change in Jurisdiction","JAMMU & KASHMIR","M.C.","Kulgam "
"Jammu","Jammu M.Corp.",112,73.65,"Change in Jurisdiction","JAMMU & KASHMIR","M.Corp.","Jammu Corp."
"Jammu","Jammu Cantt. C.B.",7.83,6.45,"Change in Jurisdiction","JAMMU & KASHMIR","C.B.","Jammu Cantt. "
"Jammu","Bari Brahamana M.C.",17.99,44.71,"Change in Jurisdiction","JAMMU & KASHMIR","M.C.","Bari Brahamana "
"Samba","Ramgarh M.C.",4.52,3,"Change in Jurisdiction","JAMMU & KASHMIR","M.C.","Ramgarh "
"Baramula","Baramula M.Cl.",8.35,17.18,"Revised Computation","JAMMU & KASHMIR","M.Cl.","Baramula Cl."
"Baramula","Sopore M.Cl.",9.9,18.9,"Revised Computation","JAMMU & KASHMIR","M.Cl.","Sopore Cl."
"Kangra","Nagrota Bagwan M.Cl.",3.54,1.15,"Revised Computation","HIMACHAL PRADESH","M.Cl.","Nagrota Bagwan Cl."
"Mandi","Sundarnagar M.Cl.",12.31,11.46,"Revised Computation","HIMACHAL PRADESH","M.Cl.","Sundarnagar Cl."
"Hamirpur","Bhota N.P.",1.06,1.07,"Revised Computation","HIMACHAL PRADESH","N.P.","Bhota "
"Bilaspur","Naina Devi M.Cl.",0.92,0.82,"Revised Computation","HIMACHAL PRADESH","M.Cl.","Naina Devi Cl."
"Solan","Baddi M.Cl.",6.99,6.96,"Revised Computation","HIMACHAL PRADESH","M.Cl.","Baddi Cl."
"Solan","Parwanoo M.Cl.",8.49,8.4,"Change in Jurisdiction","HIMACHAL PRADESH","M.Cl.","Parwanoo Cl."
"Sirmaur","Nahan M.Cl.",10.89,8.78,"Revised Computation","HIMACHAL PRADESH","M.Cl.","Nahan Cl."
"Shimla","Shimla M.Corp.",35.34,28.53,"Change in Jurisdiction","HIMACHAL PRADESH","M.Corp.","Shimla Corp."
"Gurdaspur","Sujanpur M.Cl.",10.5,5.08,"Change in Jurisdiction","PUNJAB","M.Cl.","Sujanpur Cl."
"Gurdaspur","Batala M.Cl.",36.6,8.75,"Change in Jurisdiction","PUNJAB","M.Cl.","Batala Cl."
"Gurdaspur","Sri Hargobindpur M.Cl.",6,0.52,"Change in Jurisdiction","PUNJAB","M.Cl.","Sri Hargobindpur Cl."
"Kapurthala","Kapurthala M.Cl.",23.67,56,"Revised Computation","PUNJAB","M.Cl.","Kapurthala Cl."
"Kapurthala","Dhilwan N.P.",9.8,2,"Revised Computation","PUNJAB","N.P.","Dhilwan "
"Kapurthala","Sultanpur M.Cl.",9.5,10.52,"Change in Jurisdiction","PUNJAB","M.Cl.","Sultanpur Cl."
"Jalandhar","Lohian Khass N.P.",4,3,"Revised Computation","PUNJAB","N.P.","Lohian Khass "
"Jalandhar","Shahkot N.P.",6,3,"Change in Jurisdiction","PUNJAB","N.P.","Shahkot "
"Jalandhar","Goraya N.P.",14,5,"Revised Computation","PUNJAB","N.P.","Goraya "
"Jalandhar","Phillaur M.Cl.",7.5,0.75,"Revised Computation","PUNJAB","M.Cl.","Phillaur Cl."
"Jalandhar","Jalandhar M.Corp.",101.43,102,"Revised Computation","PUNJAB","M.Corp.","Jalandhar Corp."
"Hoshiarpur","Mukerian M.Cl.",6.19,2.61,"Change in Jurisdiction","PUNJAB","M.Cl.","Mukerian Cl."
"S.B.S. Nagar","Nawanshahr M.Cl.",14.11,9.59,"Change in Jurisdiction","PUNJAB","M.Cl.","Nawanshahr Cl."
"S.B.S. Nagar","Rahon M.Cl.",9.41,5.41,"Change in Jurisdiction","PUNJAB","M.Cl.","Rahon Cl."
"Ludhiana","Payal M.Cl.",8.53,3.5,"Change in Jurisdiction","PUNJAB","M.Cl.","Payal Cl."
"Ludhiana","Raikot M.Cl.",10.61,10.65,"Revised Computation","PUNJAB","M.Cl.","Raikot Cl."
"Firozpur","Firozpur Cantt C.B.",20.06,20.1,"Revised Computation","PUNJAB","C.B.","Firozpur Cantt "
"Firozpur","Fazilka M.Cl.",11.53,10.04,"Revised Computation","PUNJAB","M.Cl.","Fazilka Cl."
"Muktsar","Malout M.Cl.",13,20,"Revised Computation","PUNJAB","M.Cl.","Malout Cl."
"Muktsar","Gidderbaha M.Cl.",11.92,8.25,"Change in Jurisdiction","PUNJAB","M.Cl.","Gidderbaha Cl."
"Muktsar","Muktsar M.Cl.",32.8,17.73,"Change in Jurisdiction","PUNJAB","M.Cl.","Muktsar Cl."
"Bathinda","Bhucho Mandi M.Cl.",2.82,4.16,"Change in Jurisdiction","PUNJAB","M.Cl.","Bhucho Mandi Cl."
"Bathinda","Bathinda  M.Corp.",68.5,110,"Revised Computation","PUNJAB","M.Corp.","Bathinda  Corp."
"Bathinda","Sangat M.Cl.",1,2,"Change in Jurisdiction","PUNJAB","M.Cl.","Sangat Cl."
"Mansa","Bareta M.Cl.",6,4,"Change in Jurisdiction","PUNJAB","M.Cl.","Bareta Cl."
"Mansa","Budhlada M.Cl.",4,8.06,"Revised Computation","PUNJAB","M.Cl.","Budhlada Cl."
"Patiala","Nabha M.Cl.",20,15.48,"Change in Jurisdiction","PUNJAB","M.Cl.","Nabha Cl."
"Patiala","Patiala M.Corp.",70,65,"Change in Jurisdiction","PUNJAB","M.Corp.","Patiala Corp."
"Amritsar","Ajnala N.P.",7.05,9,"Revised Computation","PUNJAB","N.P.","Ajnala "
"Amritsar","Majitha M.Cl.",6.27,3,"Revised Computation","PUNJAB","M.Cl.","Majitha Cl."
"Amritsar","Jandiala M.Cl.",14.5,4.2,"Change in Jurisdiction","PUNJAB","M.Cl.","Jandiala Cl."
"Amritsar","Rayya N.P.",10.52,7,"Revised Computation","PUNJAB","N.P.","Rayya "
"Tarn Taran","Tarn Taran M.Cl.",12.5,20,"Revised Computation","PUNJAB","M.Cl.","Tarn Taran Cl."
"Rupnagar","Anandpur Sahib M.Cl.",9,3,"Revised Computation","PUNJAB","M.Cl.","Anandpur Sahib Cl."
"Rupnagar","Nangal M.Cl.",18.04,22.82,"Revised Computation","PUNJAB","M.Cl.","Nangal Cl."
"Rupnagar","Rupnagar M.Cl.",9.5,25,"Revised Computation","PUNJAB","M.Cl.","Rupnagar Cl."
"S.A.S. Nagar","Kurali M.Cl.",12,9,"Change in Jurisdiction","PUNJAB","M.Cl.","Kurali Cl."
"S.A.S. Nagar","Kharar M.Cl.",29,18,"Change in Jurisdiction","PUNJAB","M.Cl.","Kharar Cl."
"S.A.S. Nagar","Banur M.Cl.",8.5,6.5,"Change in Jurisdiction","PUNJAB","M.Cl.","Banur Cl."
"S.A.S. Nagar","Zirakpur M.Cl.",18,8.55,"Change in Jurisdiction","PUNJAB","M.Cl.","Zirakpur Cl."
"Sangrur","Malerkotla M.Cl.",31.16,21.12,"Change in Jurisdiction","PUNJAB","M.Cl.","Malerkotla Cl."
"Sangrur","Sunam Udham Singh Wala M.Cl.",22.17,37.25,"Revised Computation","PUNJAB","M.Cl.","Sunam Udham Singh Wala Cl."
"Sangrur","Dirba N.P.",6,27.05,"Revised Computation","PUNJAB","N.P.","Dirba "
"Sangrur","Moonak N.P.",5.5,6.11,"Revised Computation","PUNJAB","N.P.","Moonak "
"Chandigarh","Chandigarh M.Corp.",103.17,79.34,"Change in Jurisdiction","CHANDIGARH","M.Corp.","Chandigarh Corp."
"Uttarkashi","Barkot N.P.",7,5,"Revised Computation","UTTARAKHAND","N.P.","Barkot "
"Chamoli","Chamoli Gopeshwar N.P.P.",14.08,15.02,"Revised Computation","UTTARAKHAND","N.P.","Chamoli Gopeshwar "
"Chamoli","Nandprayag N.P.",2.16,2.75,"Revised Computation","UTTARAKHAND","N.P.","Nandprayag "
"Chamoli","Gochar N.P.",5.39,15,"Revised Computation","UTTARAKHAND","N.P.","Gochar "
"Chamoli","Karnaprayag N.P.",4.4,25,"Revised Computation","UTTARAKHAND","N.P.","Karnaprayag "
"Rudraprayag","Rudraprayag N.P.P.",10,1,"Change in Jurisdiction","UTTARAKHAND","N.P.","Rudraprayag "
"Tehri Garhwal","Kirtinagar N.P.",2.5,1.56,"Revised Computation","UTTARAKHAND","N.P.","Kirtinagar "
"Dehradun","Chakrata C.B.",15.7,15.98,"Revised Computation","UTTARAKHAND","C.B.","Chakrata "
"Dehradun","Vikasnagar N.P.P.",3.11,9,"Revised Computation","UTTARAKHAND","N.P.","Vikasnagar "
"Dehradun","Herbertpur N.P.",3.28,8.8,"Change in Jurisdiction","UTTARAKHAND","N.P.","Herbertpur "
"Dehradun","Landaur C.B.",2.91,2.9,"Revised Computation","UTTARAKHAND","C.B.","Landaur "
"Dehradun","Dehradun M.Corp.",68.18,52,"Change in Jurisdiction","UTTARAKHAND","M.Corp.","Dehradun Corp."
"Dehradun","Clement Town C.B.",7.06,7.07,"Revised Computation","UTTARAKHAND","C.B.","Clement Town "
"Dehradun","Doiwala N.P.",2.91,8,"Revised Computation","UTTARAKHAND","N.P.","Doiwala "
"Dehradun","Rishikesh N.P.P.",10,17.75,"Change in Jurisdiction","UTTARAKHAND","N.P.","Rishikesh "
"Dehradun","Dehradun C.B.",23.91,29.11,"Revised Computation","UTTARAKHAND","C.B.","Dehradun "
"Dehradun","Virbhadra IDPL  I.T.S.",3.38,3.6,"Revised Computation","UTTARAKHAND","I.T.","Virbhadra IDPL  "
"Garhwal","Devaprayag (Part) N.P.",1,1.75,"Revised Computation","UTTARAKHAND","N.P.","Devaprayag (Part) "
"Garhwal","Lansdowne C.B.",6.08,6.88,"Revised Computation","UTTARAKHAND","C.B.","Lansdowne "
"Pithoragarh","Dharchula N.P.",3.5,15.19,"Revised Computation","UTTARAKHAND","N.P.","Dharchula "
"Almora","Almora N.P.P.",7.35,7.36,"Revised Computation","UTTARAKHAND","N.P.","Almora "
"Nainital","Ramnagar N.P.P.",2.43,2.42,"Revised Computation","UTTARAKHAND","N.P.","Ramnagar "
"Nainital","Haldwani-cum-Kathgodam N.P.P.",10.61,15.31,"Change in Jurisdiction","UTTARAKHAND","N.P.","Haldwani-cum-Kathgodam "
"Nainital","Kaladhungi N.P.",2,1.16,"Revised Computation","UTTARAKHAND","N.P.","Kaladhungi "
"Udham Singh Nagar","Kashipur N.P.P.",5.5,5.46,"Revised Computation","UTTARAKHAND","N.P.","Kashipur "
"Udham Singh Nagar","Mahua Kheraganj N.P.",0.3,0.27,"Revised Computation","UTTARAKHAND","N.P.","Mahua Kheraganj "
"Udham Singh Nagar","Sultanpur N.P.",4.04,4,"Revised Computation","UTTARAKHAND","N.P.","Sultanpur "
"Udham Singh Nagar","Bandiya C.T.",4.8,4.76,"Revised Computation","UTTARAKHAND","C.T.","Bandiya "
"Udham Singh Nagar","Kanchal Gosain C.T.",4.1,4.06,"Revised Computation","UTTARAKHAND","C.T.","Kanchal Gosain "
"Udham Singh Nagar","Kela Khera N.P.",4,4.5,"Revised Computation","UTTARAKHAND","N.P.","Kela Khera "
"Hardwar","Jhabrera N.P.",3,0.09,"Revised Computation","UTTARAKHAND","N.P.","Jhabrera "
"Hardwar","Hardwar N.P.P.",12.17,15.07,"Revised Computation","UTTARAKHAND","N.P.","Hardwar "
"Panchkula","Pinjore M.C.",16,10.53,"Change in Jurisdiction","HARYANA","M.C.","Pinjore "
"Panchkula","Panchkula M.Cl.",32.6,25.5,"Change in Jurisdiction","HARYANA","M.Cl.","Panchkula Cl."
"Ambala","Ambala M.Cl.",34.14,16.94,"Change in Jurisdiction","HARYANA","M.Cl.","Ambala Cl."
"Yamunanagar","Radaur C.T.",7.29,2.59,"Change in Jurisdiction","HARYANA","C.T.","Radaur "
"Yamunanagar","Sadaura C.T.",6.89,6.75,"Change in Jurisdiction","HARYANA","C.T.","Sadaura "
"Kurukshetra","Thanesar M.Cl.",32.28,35.7,"Change in Jurisdiction","HARYANA","M.Cl.","Thanesar Cl."
"Kurukshetra","Ladwa M.C.",6.59,2,"Change in Jurisdiction","HARYANA","M.C.","Ladwa "
"Kaithal","Kaithal M.Cl.",43.74,43.75,"Change in Jurisdiction","HARYANA","M.Cl.","Kaithal Cl."
"Karnal","Karnal M.Cl.",28.5,25.1,"Change in Jurisdiction","HARYANA","M.Cl.","Karnal Cl."
"Sonipat","Sonipat M.Cl.",39.63,44.77,"Change in Jurisdiction","HARYANA","M.Cl.","Sonipat Cl."
"Sonipat","Gohana M.C.",11.51,6.57,"Change in Jurisdiction","HARYANA","M.C.","Gohana "
"Jind","Uchana  M.C.",4.38,0.57,"Change in Jurisdiction","HARYANA","M.C.","Uchana  "
"Jind","Jind M.Cl.",42,15.3,"Change in Jurisdiction","HARYANA","M.Cl.","Jind Cl."
"Jind","Julana M.C.",9,1.22,"Change in Jurisdiction","HARYANA","M.C.","Julana "
"Fatehabad","Ratia M.C.",9.2,4,"Change in Jurisdiction","HARYANA","M.C.","Ratia "
"Sirsa","Mandi Dabwali M.C.",12.7,22.33,"Change in Jurisdiction","HARYANA","M.C.","Mandi Dabwali "
"Sirsa","Kalanwali M.C.",8.5,40.22,"Change in Jurisdiction","HARYANA","M.C.","Kalanwali "
"Sirsa","Sirsa M.Cl.",24.43,26.43,"Change in Jurisdiction","HARYANA","M.Cl.","Sirsa Cl."
"Hisar","Barwala M.C.",3.5,1.5,"Change in Jurisdiction","HARYANA","M.C.","Barwala "
"Hisar","Hansi M.Cl.",10.5,10.05,"Change in Jurisdiction","HARYANA","M.Cl.","Hansi Cl."
"Bhiwani","Loharu M.C.",9.22,2.59,"Change in Jurisdiction","HARYANA","M.C.","Loharu "
"Rohtak","Rohtak M.Cl.",72.18,29.58,"Change in Jurisdiction","HARYANA","M.Cl.","Rohtak Cl."
"Rohtak","Kalanaur M.C.",6.85,5.7,"Change in Jurisdiction","HARYANA","M.C.","Kalanaur "
"Jhajjar","Bahadurgarh M.Cl.",29.5,29.65,"Change in Jurisdiction","HARYANA","M.Cl.","Bahadurgarh Cl."
"Jhajjar","Jhajjar M.C.",36,6,"Change in Jurisdiction","HARYANA","M.C.","Jhajjar "
"Mahendragarh","Narnaul M.Cl.",12.67,9.67,"Change in Jurisdiction","HARYANA","M.Cl.","Narnaul Cl."
"Rewari","Rewari M.Cl.",22.5,19.66,"Change in Jurisdiction","HARYANA","M.Cl.","Rewari Cl."
"Rewari","Bawal M.C.",3.6,0.36,"Change in Jurisdiction","HARYANA","M.C.","Bawal "
"Gurgaon","Gurgaon M.Corp.",167.14,47.39,"Change in Jurisdiction","HARYANA","M.Corp.","Gurgaon Corp."
"Mewat","Nuh M.C.",4.59,0.3,"Change in Jurisdiction","HARYANA","M.C.","Nuh "
"Mewat","Punahana M.C.",10.12,3.5,"Change in Jurisdiction","HARYANA","M.C.","Punahana "
"Faridabad","Faridabad M.Corp.",204,198.75,"Change in Jurisdiction","HARYANA","M.Corp.","Faridabad Corp."
"Palwal","Hodal M.C.",5.39,2.25,"Change in Jurisdiction","HARYANA","M.C.","Hodal "
"Palwal","Hassanpur M.C.",3,0.93,"Change in Jurisdiction","HARYANA","M.C.","Hassanpur "
"Panipat","Panipat M.Cl.",21.7,24.29,"Change in Jurisdiction","HARYANA","M.Cl.","Panipat Cl."
"NCT of Delhi","DMC (U)",561.27,554.07,"Change in Jurisdiction","N.C.T. DELHI",NA,"DMC ("
"South West","Delhi Cantt. C.B.",42.57,42.97,"Revised Computation","N.C.T. DELHI","C.B.","Delhi Cantt. "
"Ganganagar","Kesrisinghpur M.",4.36,2.18,"Revised Computation","RAJASTHAN","M.","Kesrisinghpur "
"Ganganagar","Gajsinghpur M.",5,1.5,"Revised Computation","RAJASTHAN","M.","Gajsinghpur "
"Hanumangarh","Sangaria M.",5.85,4,"Revised Computation","RAJASTHAN","M.","Sangaria "
"Hanumangarh","Rawatsar M.",6.44,11.41,"Revised Computation","RAJASTHAN","M.","Rawatsar "
"Hanumangarh","Bhadra M.",9.5,2.5,"Revised Computation","RAJASTHAN","M.","Bhadra "
"Bikaner","Bikaner  M.Corp.",155.03,165.75,"Revised Computation","RAJASTHAN","M.Corp.","Bikaner  Corp."
"Bikaner","Dungargarh M.",25,5.5,"Revised Computation","RAJASTHAN","M.","Dungargarh "
"Churu","Taranagar M.",10,6.25,"Revised Computation","RAJASTHAN","M.","Taranagar "
"Churu","Rajgarh M.",17.85,15.17,"Change in Jurisdiction","RAJASTHAN","M.","Rajgarh "
"Churu","Sardarshahar M.",36,16.2,"Revised Computation","RAJASTHAN","M.","Sardarshahar "
"Churu","Ratannagar M.",9,5,"Revised Computation","RAJASTHAN","M.","Ratannagar "
"Churu","Churu M.Cl.",41,30.35,"Revised Computation","RAJASTHAN","M.Cl.","Churu Cl."
"Churu","Ratangarh M.",40.16,50.2,"Revised Computation","RAJASTHAN","M.","Ratangarh "
"Churu","Rajaldesar M.",6,5,"Revised Computation","RAJASTHAN","M.","Rajaldesar "
"Churu","Bidasar M.",12,9,"Revised Computation","RAJASTHAN","M.","Bidasar "
"Churu","Sujangarh M.",20,5.18,"Revised Computation","RAJASTHAN","M.","Sujangarh "
"Jhunjhunun","Jhunjhunun M.Cl.",50,37.02,"Change in Jurisdiction","RAJASTHAN","M.Cl.","Jhunjhunun Cl."
"Jhunjhunun","Baggar M.",12,4,"Revised Computation","RAJASTHAN","M.","Baggar "
"Jhunjhunun","Pilani M.",15,4,"Revised Computation","RAJASTHAN","M.","Pilani "
"Jhunjhunun","Surajgarh M.",18.4,12,"Change in Jurisdiction","RAJASTHAN","M.","Surajgarh "
"Jhunjhunun","Gothra C.T.",9.8,9.31,"Revised Computation","RAJASTHAN","C.T.","Gothra "
"Alwar","Bhiwadi M.",44.06,20,"Change in Jurisdiction","RAJASTHAN","M.","Bhiwadi "
"Alwar","Tijara M.",21,10,"Revised Computation","RAJASTHAN","M.","Tijara "
"Alwar","Govindgarh C.T.",5.08,5,"Revised Computation","RAJASTHAN","C.T.","Govindgarh "
"Alwar","Kherli M.",6,5,"Revised Computation","RAJASTHAN","M.","Kherli "
"Bharatpur","Kumher M.",19.62,14.35,"Revised Computation","RAJASTHAN","M.","Kumher "
"Bharatpur","Bharatpur M.Cl.",57.77,56.95,"Revised Computation","RAJASTHAN","M.Cl.","Bharatpur Cl."
"Bharatpur","Bayana M.",5.68,9,"Revised Computation","RAJASTHAN","M.","Bayana "
"Sawai Madhopur","Sawai Madhopur M.",59,60.39,"Revised Computation","RAJASTHAN","M.","Sawai Madhopur "
"Sawai Madhopur","Gangapur City M.",52.31,9.55,"Revised Computation","RAJASTHAN","M.","Gangapur City "
"Sawai Madhopur","Mahu Kalan C.T.",1.29,2.3,"Revised Computation","RAJASTHAN","C.T.","Mahu Kalan "
"Dausa","Bandikui M.",5,2,"Change in Jurisdiction","RAJASTHAN","M.","Bandikui "
"Jaipur","Kotputli M.",36,20,"Revised Computation","RAJASTHAN","M.","Kotputli "
"Jaipur","Shahpura M.",32,64,"Revised Computation","RAJASTHAN","M.","Shahpura "
"Jaipur","Kishangarh Renwal M.",25.94,39.27,"Revised Computation","RAJASTHAN","M.","Kishangarh Renwal "
"Sikar","Sikar M.Cl.",39.66,22.57,"Revised Computation","RAJASTHAN","M.Cl.","Sikar Cl."
"Nagaur","Ladnu M.",25,61.26,"Revised Computation","RAJASTHAN","M.","Ladnu "
"Nagaur","Merta City M.",12.05,24,"Revised Computation","RAJASTHAN","M.","Merta City "
"Nagaur","Goredi Chancha C.T.",6,4.63,"Revised Computation","RAJASTHAN","C.T.","Goredi Chancha "
"Nagaur","Parbatsar M.",7,16.24,"Revised Computation","RAJASTHAN","M.","Parbatsar "
"Nagaur","Kuchaman City M.",12.5,24.52,"Revised Computation","RAJASTHAN","M.","Kuchaman City "
"Nagaur","Nawa M.",24,35,"Revised Computation","RAJASTHAN","M.","Nawa "
"Jodhpur","Jodhpur M.Corp.",75.5,78.6,"Revised Computation","RAJASTHAN","M.Corp.","Jodhpur Corp."
"Jodhpur","Bilara M.",102.25,110,"Revised Computation","RAJASTHAN","M.","Bilara "
"Jaisalmer","Jaisalmer M.",62.38,126.27,"Revised Computation","RAJASTHAN","M.","Jaisalmer "
"Barmer","Barmer M.",17.65,16,"Revised Computation","RAJASTHAN","M.","Barmer "
"Sirohi","Pindwara M.",20,10,"Revised Computation","RAJASTHAN","M.","Pindwara "
"Sirohi","Abu Road M.",15.05,12.35,"Change in Jurisdiction","RAJASTHAN","M.","Abu Road "
"Pali","Jaitaran M.",37.65,36.23,"Revised Computation","RAJASTHAN","M.","Jaitaran "
"Pali","Sojat Road C.T.",9.01,9.14,"Revised Computation","RAJASTHAN","C.T.","Sojat Road "
"Pali","Marwar Junction C.T.",13.08,13.81,"Revised Computation","RAJASTHAN","C.T.","Marwar Junction "
"Pali","Falna M.",25,5,"Revised Computation","RAJASTHAN","M.","Falna "
"Pali","Bali M.",46.3,8,"Revised Computation","RAJASTHAN","M.","Bali "
"Ajmer","Kishangarh M.Cl.",45.49,25.1,"Revised Computation","RAJASTHAN","M.Cl.","Kishangarh Cl."
"Ajmer","Pushkar M.",25,16.34,"Change in Jurisdiction","RAJASTHAN","M.","Pushkar "
"Ajmer","Ajmer M.Corp.",219.36,223.48,"Change in Jurisdiction","RAJASTHAN","M.Corp.","Ajmer Corp."
"Tonk","Niwai M.",48,44.76,"Revised Computation","RAJASTHAN","M.","Niwai "
"Tonk","Banasthali C.T.",7.05,7.57,"Revised Computation","RAJASTHAN","C.T.","Banasthali "
"Bundi","Nainwa M.",8.5,14,"Revised Computation","RAJASTHAN","M.","Nainwa "
"Bundi","Indragarh M.",15,13.39,"Revised Computation","RAJASTHAN","M.","Indragarh "
"Bundi","Bundi M.",27.97,27.9,"Revised Computation","RAJASTHAN","M.","Bundi "
"Bhilwara","Shahpura M.",28.29,56.52,"Revised Computation","RAJASTHAN","M.","Shahpura "
"Bhilwara","Gangapur M.",15,6,"Revised Computation","RAJASTHAN","M.","Gangapur "
"Bhilwara","Jahazpur M.",5,20,"Revised Computation","RAJASTHAN","M.","Jahazpur "
"Bhilwara","Beejoliya Kalan C.T.",4.5,13.6,"Revised Computation","RAJASTHAN","C.T.","Beejoliya Kalan "
"Rajsamand","Nathdwara M.",24,18.16,"Revised Computation","RAJASTHAN","M.","Nathdwara "
"Dungarpur","Sagwara M.",7,8,"Revised Computation","RAJASTHAN","M.","Sagwara "
"Dungarpur","Galiakot C.T.",1.05,10.03,"Change in Jurisdiction","RAJASTHAN","C.T.","Galiakot "
"Banswara","Partapur C.T.",3.88,3.97,"Revised Computation","RAJASTHAN","C.T.","Partapur "
"Chittaurgarh","Begun M.",13.03,6.62,"Revised Computation","RAJASTHAN","M.","Begun "
"Chittaurgarh","Nimbahera M.",31.2,5,"Revised Computation","RAJASTHAN","M.","Nimbahera "
"Kota","Kota  M.Corp.",527.03,225.87,"Change in Jurisdiction","RAJASTHAN","M.Corp.","Kota  Corp."
"Kota","Chechat C.T.",19.47,5,"Revised Computation","RAJASTHAN","C.T.","Chechat "
"Kota","Modak C.T.",11.2,11.19,"Revised Computation","RAJASTHAN","C.T.","Modak "
"Kota","Sangod M.",14.89,18.07,"Revised Computation","RAJASTHAN","M.","Sangod "
"Baran","Baran M.",72.36,13.88,"Change in Jurisdiction","RAJASTHAN","M.","Baran "
"Baran","Kherliganj C.T.",3,2.97,"Revised Computation","RAJASTHAN","C.T.","Kherliganj "
"Baran","Chhipabarod C.T.",3,6,"Revised Computation","RAJASTHAN","C.T.","Chhipabarod "
"Jhalawar","Bakani C.T.",5,5.13,"Revised Computation","RAJASTHAN","C.T.","Bakani "
"Jhalawar","Aklera M.",5,2,"Revised Computation","RAJASTHAN","M.","Aklera "
"Jhalawar","Bhawani Mandi M.",40,6.2,"Revised Computation","RAJASTHAN","M.","Bhawani Mandi "
"Jhalawar","Pirawa M.",9,7,"Revised Computation","RAJASTHAN","M.","Pirawa "
"Udaipur","Bhalariya C.T.",4.96,3,"Revised Computation","RAJASTHAN","C.T.","Bhalariya "
"Udaipur","Newa Talai C.T.",8.39,3,"Revised Computation","RAJASTHAN","C.T.","Newa Talai "
"Udaipur","Rishabhdeo C.T.",8.13,1.12,"Revised Computation","RAJASTHAN","C.T.","Rishabhdeo "
"Pratapgarh","Dhariawad C.T.",9.12,3.56,"Revised Computation","RAJASTHAN","C.T.","Dhariawad "
"Saharanpur","Behat N.P.",4,1.56,"Revised Computation","UTTAR PRADESH","N.P.","Behat "
"Saharanpur","Saharanpur M.Corp.",46.74,25.75,"Change in jurisdiction","UTTAR PRADESH","M.Corp.","Saharanpur Corp."
"Saharanpur","Kailashpur C.T.",2.04,2,"Revised Computation","UTTAR PRADESH","C.T.","Kailashpur "
"Saharanpur","Chilkana Sultanpur N.P.",3.5,0.37,"Revised Computation","UTTAR PRADESH","N.P.","Chilkana Sultanpur "
"Saharanpur","Sarsawa N.P.P.",4.25,19.04,"Revised Computation","UTTAR PRADESH","N.P.","Sarsawa "
"Saharanpur","Nakur N.P.P.",6.25,17.98,"Revised Computation","UTTAR PRADESH","N.P.","Nakur "
"Saharanpur","Ambehta N.P.",3,1,"Revised Computation","UTTAR PRADESH","N.P.","Ambehta "
"Saharanpur","Titron N.P.",2.15,0.98,"Revised Computation","UTTAR PRADESH","N.P.","Titron "
"Saharanpur","Rampur Maniharan N.P.",2,1.5,"Revised Computation","UTTAR PRADESH","N.P.","Rampur Maniharan "
"Muzaffarnagar","Jhinjhana N.P.",4.08,1.33,"Revised Computation","UTTAR PRADESH","N.P.","Jhinjhana "
"Muzaffarnagar","Kairana N.P.P.",7.11,3.11,"Revised Computation","UTTAR PRADESH","N.P.","Kairana "
"Muzaffarnagar","Ailum N.P.",5,4.5,"Revised Computation","UTTAR PRADESH","N.P.","Ailum "
"Muzaffarnagar","Banat N.P.",2.9,22,"Revised Computation","UTTAR PRADESH","N.P.","Banat "
"Muzaffarnagar","Garhi Pukhta N.P.",1.32,0.97,"Revised Computation","UTTAR PRADESH","N.P.","Garhi Pukhta "
"Muzaffarnagar","Thana Bhawan N.P.",1.11,1.12,"Revised Computation","UTTAR PRADESH","N.P.","Thana Bhawan "
